店名,カテゴリー,地域,住所,電話,ホームページ,テイクアウト,デリバリー,備考
にく源　宇都宮駅東口店,居酒屋,東部,〒321-0953 宇都宮市東宿郷2-5-3MYﾋﾞﾙ2階,028-678-2020,なし,あり,なし,
セレクト,カフェ・スイーツ,東部,〒321-0954 宇都宮市元今泉1-23-5福田ﾋﾞﾙ1階,028-635-8234,なし,あり,なし,
居酒屋Yokoo（駅東店）,居酒屋,東部,〒321-0953 宇都宮市東宿郷4-1-51F,028-666-0920,なし,なし,なし,
CAFE　UNE,イタリアン・フレンチ,東部,〒321-3235 宇都宮市鐺山町2044-1,028-688-0603,なし,なし,なし,
WILD-BARN 駅東店,洋食,東部,〒321-0954 宇都宮市元今泉4-14-14,028-610-0266,なし,あり,なし,
牛たん焼き・牛たんしゃぶしゃぶ　とろたんしゃ,居酒屋,南部,〒321-0107 宇都宮市江曽島2-18-15,028-684-6333,なし,なし,なし,
しゃぶしゃぶどん亭　宇都宮店,和食,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ4-1-2,028-657-6370,なし,あり,なし,
384 coffee shop,カフェ・スイーツ,中央,〒320-0805 宇都宮市中央本町4-9,090-2431-5972,なし,なし,なし,
葵本店,お好み焼き・もんじゃ焼き・焼きそば,中央,〒320-0806 宇都宮市中央5-1-12,028-666-6456,なし,あり,なし,
旬味割烹　三日月,和食,中央,〒320-0802 宇都宮市江野町5-12みよしﾋﾞﾙB1階,028-689-9670,なし,なし,なし,
鮨　四季の味　しおん,和食,中央,〒320-0033 宇都宮市本町4-12虎屋ﾋﾞﾙB1階,028-623-0348,なし,なし,なし,
けせもい,和食,中央,〒320-0023 宇都宮市仲町3-19宇都宮ﾊｲﾂ1F,028-624-1913,なし,あり,なし,
やまき　本店,居酒屋,中央,〒320-0033 宇都宮市本町4-12虎屋ﾋﾞﾙB1階,028-623-0099,なし,あり,あり,
酔処　ふらり,居酒屋,中央,〒320-0035 宇都宮市伝馬町3-4吉田ﾋﾞﾙ1階,028-639-1266,なし,なし,なし,
酒処　BAR-JIN -1994-,創作料理,南部,〒321-0144 宇都宮市末広1-1-23,028-654-2237,なし,あり,なし,
お食事処藤,和食,北部,〒321-0977 宇都宮市川俣町59-6,028-662-5636,なし,あり,なし,
寿限無　担々麺,ラーメン,中央,〒320-0026 宇都宮市馬場通り2-3-5ﾊﾞﾝﾋﾞﾙ1階,028-612-7078,なし,あり,あり,
茶寮やすの,和食,東部,〒321-3235 宇都宮市鐺山町2047-1,028-667-7382,https://yasuno.gorp.jp,あり,あり,
信濃家,和食,東部,〒321-0952 宇都宮市泉が丘3-17-18,028-661-3829,なし,あり,あり,
サムライ寿限無,居酒屋,中央,〒320-0804 宇都宮市二荒町8-1渡清本店ﾋﾞﾙ1階,028-610-1515,なし,あり,あり,
一㐂,居酒屋,中央,〒320-0805 宇都宮市中央本町1-3ﾏﾙﾖﾝﾋﾞﾙ2 1F,028-616-8778,なし,あり,あり,
カルビ大将　江曽島店,焼肉・ホルモン,南部,〒321-0151 宇都宮市西川田町931-8,028-659-1338,なし,あり,なし,
鉄板焼きS A K U Ji R O,お好み焼き・もんじゃ焼き・焼きそば,東部,〒321-0953 宇都宮市東宿郷4-5-11ソーラーハイツあづさ,028-610-9070,なし,なし,なし,
ロベリヤ,その他,東部,〒321-0943 宇都宮市峰町277,028-635-8560,なし,なし,なし,
二番町 蔵　酒食　calm,和食,中央,〒320-0813 宇都宮市二番町1-27,028-307-6499,なし,なし,なし,
萬石　御幸店,焼肉・ホルモン,北部,〒321-0983 宇都宮市御幸本町4637-2,028-666-6692,なし,あり,なし,
居酒屋　京八,居酒屋,中央,〒320-0024 宇都宮市栄町5-16,028-622-4394,http://kyo-8.net/,あり,なし,個室、駐車場有り
あおぞら珈琲,カフェ・スイーツ,南部,〒320-0838 宇都宮市吉野1-4-3,050-3709-1993,なし,なし,なし,
牛かつ　なかい,ステーキ,東部,〒321-0953 宇都宮市東宿郷4-6-5,028-637-3333,なし,なし,なし,
cafe IVANO,イタリアン・フレンチ,東部,〒321-3226 宇都宮市ゆいの杜6-7-10ﾃｸﾉﾎﾟﾘｽ宇都宮101,028-680-6955,なし,なし,なし,
ぷち　ぽっと,その他,中央,〒321-0963 宇都宮市南大通り4-2-3,028-616-8885,なし,あり,あり,
カフェ・ギャラリー　柚（対象：店内飲食等）,カフェ・スイーツ,中央,〒320-0812 宇都宮市一番町2-17,028-633-3574,なし,あり,あり,
Bar & Dining Air 74,ダイニングバー・バル,東部,〒321-0945 宇都宮市宿郷1-6-7ｺｰﾎﾟ三鈴1階,028-634-7470,なし,なし,なし,
横浜家系らーめん　希家,ラーメン,中央,〒321-0964 宇都宮市駅前通り1-4-6トナリエ宇都宮　B1,028-688-0776,なし,なし,なし,
日本料理　いな穂,和食,東部,〒321-0953 宇都宮市東宿郷3-2-5ｺｰﾎﾟﾙﾍﾞｰﾚI,028-634-6811,なし,あり,なし,
ステーキ宮　簗瀬店,ステーキ,中央,〒321-0925 宇都宮市東簗瀬1-36-5,028-639-1085,なし,あり,なし,
Huit,イタリアン・フレンチ,中央,〒320-0027 宇都宮市塙田2-1-3,028-348-2372,https://www.instagram.com/huit8.m/?hl=ja,なし,なし,
美酒・創作ダイニング寧々家　宇都宮駅東店,居酒屋,東部,〒321-0945 宇都宮市宿郷3-4-18,028-637-3815,なし,あり,あり,
居酒屋　しゃらく,居酒屋,北部,〒329-1104 宇都宮市下岡本町2201,028-673-4922,なし,あり,なし,
味な都　風都,居酒屋,北部,〒321-0983 宇都宮市御幸本町4733-1ニューマリッチ平105号,028-666-0273,https://www.hotpepper.jp/strJ001029230/,あり,なし,
旬魚旬菜　千石,居酒屋,東部,〒321-0945 宇都宮市宿郷1-12-5,028-636-9255,なし,あり,あり,
居酒屋　とり安,居酒屋,中央,〒320-0811 宇都宮市大通り4-3-4,028-625-7996,なし,あり,なし,
そば割烹　下野,うどん・そば,西部,〒320-0065 宇都宮市駒生町1408-5,028-652-3849,なし,あり,あり,
コメダ珈琲店宇都宮下戸祭店,カフェ・スイーツ,中央,〒320-0055 宇都宮市下戸祭1-6-1,028-680-7905,なし,あり,なし,
環坂,イタリアン・フレンチ,北部,〒320-0004 宇都宮市長岡町160-4,028-600-1819,なし,なし,なし,
鮨・お食事処　喜代,和食,東部,〒321-0904 宇都宮市陽東2-4-7,028-689-3708,なし,あり,なし,
高橋餃子店（対象：店内飲食等）,餃子,西部,〒321-0343 宇都宮市田下町455,028-652-0865,なし,あり,なし,
韓国家庭料理焼肉モランボン,焼肉・ホルモン,南部,〒321-0169 宇都宮市八千代2-1-3,028-658-1703,なし,なし,なし,
石臼挽き　手打ち蕎麦　こまめ,うどん・そば,中央,〒321-0966 宇都宮市今泉1-1-11,028-688-8910,なし,なし,なし,
ステーキ&ハンバーグ　リストランテ　チャオ,ステーキ,北部,〒329-1104 宇都宮市下岡本町4289,028-671-0039,なし,あり,なし,
立寄どころ おかえり,居酒屋,中央,〒320-0806 宇都宮市中央2-3-6嶋田ビル1F,028-638-0144,なし,あり,なし,
居酒屋　じょうきげん,居酒屋,中央,〒320-0033 宇都宮市本町13-16イイノビル２階,028-624-5517,なし,なし,なし,
cafe67,カフェ・スイーツ,西部,〒321-0168 宇都宮市東原町16-16,090-3044-0067,https://cafe67jpn.com,あり,なし,
ボロンゴ,イタリアン・フレンチ,中央,〒320-0025 宇都宮市宮町2-15,028-307-2876,なし,なし,なし,
イタリア料理Porta,イタリアン・フレンチ,西部,〒320-0045 宇都宮市中一の沢町1-8,028-688-0220,なし,あり,なし,
焼肉キッチンスタジアム 10,焼肉・ホルモン,東部,〒321-0945 宇都宮市宿郷2-10-9タイムアップ21-1階,028-635-6051,なし,あり,なし,
鮨江戸一本店,和食,中央,〒320-0055 宇都宮市下戸祭2-7-9,028-622-5725,なし,あり,あり,
昔酒屋　笑ぶきや,居酒屋,西部,〒320-0851 宇都宮市鶴田町3399,028-638-2248,なし,あり,なし,
鮮魚・天プラ・寿司 てん,和食,南部,〒321-0111 宇都宮市川田町117-3,028-656-1107,なし,あり,なし,
田丸食堂,その他,西部,〒320-0851 宇都宮市鶴田町1457-2 ゆらら内,,なし,あり,なし,
田丸家　田縁,和食,西部,〒320-0851 宇都宮市鶴田町1508-6,028-680-7224,なし,あり,なし,
Caffe Italiano Linsieme,イタリアン・フレンチ,西部,〒320-0856 宇都宮市砥上町1140-11サンハイツ砥上101,028-680-7441,なし,あり,なし,
Kitchen Sasazuka（対象：店内飲食等）,イタリアン・フレンチ,南部,〒321-0123 宇都宮市東谷町494-1,028-654-2035,なし,あり,なし,
Japanese Bar 高野食堂,居酒屋,北部,〒321-0982 宇都宮市御幸ｹ原町182-1,028-661-1881,なし,なし,なし,
Japanese Bal MARUTA,ダイニングバー・バル,中央,〒320-0036 宇都宮市小幡2-7-5,028-680-4377,なし,あり,なし,
家庭料理酒場Haruno,居酒屋,北部,〒321-0982 宇都宮市御幸ｹ原町68-32林ハイツI-103,080-7983-2229,https://74t58.crayonsite.info/,あり,なし,
お食事処 にっとの,居酒屋,中央,〒320-0027 宇都宮市塙田2-5-5モンクール塙田1階,028-623-5885,なし,なし,なし,
BAR Emotional,ダイニングバー・バル,中央,〒320-0805 宇都宮市中央本町1-4マルヨシビル2F,028-632-6730,https://www.ucclub.net/shopinfo/baremotional.html,なし,なし,
マクドナルドFKD宇都宮店,ファストフード,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
シェーキーズFKD宇都宮店,イタリアン・フレンチ,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
ケンタッキーフライドチキンFKD宇都宮店,ファストフード,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
ミスタードーナツFKD宇都宮店,ファストフード,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
築地食堂源ちゃんFKD宇都宮店,和食,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
築地すし源FKD宇都宮店,和食,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
香鶏FKD宇都宮店,和食,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
白竜・とし食堂FKD宇都宮店,中華,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
ハングリーラビットFKD宇都宮店,カフェ・スイーツ,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
イタリアントマトカフェFKD宇都宮店,カフェ・スイーツ,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
スターバックスコーヒーFKD宇都宮店,カフェ・スイーツ,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
タリーズコーヒーFKD宇都宮店,カフェ・スイーツ,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
ツリートークFKD宇都宮店,イタリアン・フレンチ,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
生活の木アロマカフェFKD宇都宮店,カフェ・スイーツ,中央,〒320-0031 宇都宮市今泉町237,028-623-5111,https://www.fukudaya.net,あり,なし,
カントリーキッチンFKDインターパーク店,その他,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
スターバックスコーヒーFKDインターパーク店,カフェ・スイーツ,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
築地食堂源ちゃんFKDインターパーク店,和食,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
大戸屋FKDインターパーク店,和食,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
てんぷらてんやFKDインターパーク店,和食,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
イタリア家庭料理元祖にんにくやFKDインターパーク店,イタリアン・フレンチ,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
珈琲館FKDインターパーク店,カフェ・スイーツ,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
カフェコムサFKDインターパーク店,カフェ・スイーツ,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
喜多方ラーメンとし食堂FKDインターパーク店,ラーメン,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
シェーキーズFKDインターパーク店,その他,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
ケンタッキーフライドチキンFKDインターパーク店,ファストフード,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
ミスタードーナツFKDインターパーク店,ファストフード,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
マクドナルドFKDインターパーク店,ファストフード,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
ピーコックFKDインターパーク店,ファストフード,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
サーティワンアイスクリームFKDインターパーク店,ファストフード,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
サブウェイFKDインターパーク店,ファストフード,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
黄雅FKDインターパーク店,カフェ・スイーツ,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
ブルプルFKDインターパーク店,カフェ・スイーツ,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
ジェラートマスモFKDインターパーク店,カフェ・スイーツ,南部,〒321-0118 宇都宮市ｲﾝﾀｰﾊﾟｰｸ6-1-1,028-657-5000,https://www.fukudaya.net,あり,なし,
フレッシュネスバーガー宇都宮ベルモール店,ファストフード,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
ラケル宇都宮ベルモール店,洋食,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
ステーキ宮宇都宮ベルモール店,ステーキ,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
イタリアン・トマト宇都宮ベルモール店,カフェ・スイーツ,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
しゃぶ菜宇都宮ベルモール店,その他,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
タリーズコーヒー宇都宮ベルモール店,カフェ・スイーツ,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
大戸屋宇都宮ベルモール店,和食,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
ミスタードーナッツ宇都宮ベルモール店,カフェ・スイーツ,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
ポッポ宇都宮ベルモール店,お好み焼き・もんじゃ焼き・焼きそば,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
マクドナルド宇都宮ベルモール店,ファストフード,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
ペッパーランチ宇都宮ベルモール店,ステーキ,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
キッチンすえひろ宇都宮ベルモール店,和食,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
鮪市場宇都宮ベルモール店,和食,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
SUBWAY宇都宮ベルモール店,その他,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
リンガーハット宇都宮ベルモール店,ラーメン,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
サーティワンアイスクリーム宇都宮ベルモール店,カフェ・スイーツ,東部,〒321-8555 宇都宮市陽東6-2-1,028-613-5557,https://www.bellmall.co.jp/,あり,なし,
